AIRLINE_CODE,AIRLINE_ID,SOURCE_AIRPORT_CODE,SOURCE_AIRPORT_ID,DEST_AIRPORT_CODE,DEST_AIRPORT_ID,CODESHARE,STOPS,EQUIPMENT
WN,4547,LAS,3877,ONT,3734,,0,73W 73C 73H
WN,4547,LAS,3877,PDX,3720,,0,73W 73C 73H
WN,4547,LAS,3877,RNO,3807,,0,73W 73H 738
WN,4547,LAS,3877,SAN,3731,,0,73W 738 73C 733
WN,4547,LAS,3877,SEA,3577,,0,73W 733 73C 73H
WN,4547,LAS,3877,SFO,3469,,0,733 73W 73H 73C
WN,4547,LAS,3877,SJC,3748,,0,73W 73H 73C 733
WN,4547,LAS,3877,SMF,3817,,0,73W 73H 733 73C 738
WN,4547,LAS,3877,SNA,3867,,0,73W 73H
WN,4547,LAX,3484,LAS,3877,,0,73W 733 738 73C 73H
WN,4547,LAX,3484,OAK,3453,,0,73W 733 73C
WN,4547,LAX,3484,RNO,3807,,0,73W 73H
WN,4547,LAX,3484,SFO,3469,,0,73W 73C 733
WN,4547,LAX,3484,SJC,3748,,0,73W 73C 733 738
WN,4547,LAX,3484,SMF,3817,,0,733 73C 73W
WN,4547,OAK,3453,BUR,3644,,0,73W
WN,4547,OAK,3453,GEG,3467,,0,73W
WN,4547,OAK,3453,LAS,3877,,0,73W 73H 73C 738 733
WN,4547,OAK,3453,LAX,3484,,0,73W 73C 738 733 73H
WN,4547,OAK,3453,ONT,3734,,0,733 73C 73W
WN,4547,OAK,3453,PDX,3720,,0,733 73W 73C
WN,4547,OAK,3453,SAN,3731,,0,73C 73W 733 73H
WN,4547,OAK,3453,SEA,3577,,0,733 73C 73W
WN,4547,OAK,3453,SNA,3867,,0,73W
WN,4547,ONT,3734,LAS,3877,,0,73W 73C 73H 738
WN,4547,ONT,3734,OAK,3453,,0,73W 73C 73H 733
WN,4547,ONT,3734,SJC,3748,,0,73W 733 73C
WN,4547,ONT,3734,SMF,3817,,0,73H 733 73C 73W
WN,4547,PDX,3720,LAS,3877,,0,73W 73H
WN,4547,PDX,3720,OAK,3453,,0,73W 73C 733
WN,4547,PDX,3720,RNO,3807,,0,73W
WN,4547,PDX,3720,SJC,3748,,0,73W 733
WN,4547,PDX,3720,SMF,3817,,0,73W 733 73C
WN,4547,RNO,3807,LAS,3877,,0,73H 73W 738
WN,4547,RNO,3807,LAX,3484,,0,73W
WN,4547,RNO,3807,PDX,3720,,0,73W
WN,4547,RNO,3807,SAN,3731,,0,73W
WN,4547,RNO,3807,SEA,3577,,0,73W
WN,4547,SAN,3731,LAS,3877,,0,73W 73H 733 73C
WN,4547,SAN,3731,OAK,3453,,0,73C 73W 733
WN,4547,SAN,3731,RNO,3807,,0,73W
WN,4547,SAN,3731,SFO,3469,,0,73W 73C 733
WN,4547,SAN,3731,SJC,3748,,0,733 73W 73H 73C
WN,4547,SAN,3731,SMF,3817,,0,73W 73C 733
WN,4547,SEA,3577,LAS,3877,,0,733 73H 73W
WN,4547,SEA,3577,OAK,3453,,0,73W 73C
WN,4547,SEA,3577,RNO,3807,,0,73W
WN,4547,SEA,3577,SJC,3748,,0,733 73C 73W 73H
WN,4547,SEA,3577,SMF,3817,,0,73W 73H 733 73C
WN,4547,SFO,3469,LAS,3877,,0,73W 73C 733 73H
WN,4547,SFO,3469,LAX,3484,,0,733 73W 73C
WN,4547,SFO,3469,SAN,3731,,0,73W 73C 733
WN,4547,SFO,3469,SNA,3867,,0,73W
WN,4547,SJC,3748,BUR,3644,,0,73W
WN,4547,SJC,3748,LAS,3877,,0,73W 733 73C 73H
WN,4547,SJC,3748,LAX,3484,,0,73W 733 73C 73H 738
WN,4547,SJC,3748,ONT,3734,,0,73C 733 73W
WN,4547,SJC,3748,PDX,3720,,0,73W 73H 733 73C
WN,4547,SJC,3748,SAN,3731,,0,73W 73C 733 73H
WN,4547,SJC,3748,SEA,3577,,0,73H 733 73C 73W
WN,4547,SJC,3748,SNA,3867,,0,73H 73W
WN,4547,SMF,3817,BUR,3644,,0,73W
WN,4547,SMF,3817,LAS,3877,,0,73H 73W 733 73C 738
WN,4547,SMF,3817,LAX,3484,,0,73C 73W 733 73H 738
WN,4547,SMF,3817,ONT,3734,,0,733 73W 73C 73H
WN,4547,SMF,3817,PDX,3720,,0,73W 73C
WN,4547,SMF,3817,SAN,3731,,0,73W 73H 73C 733
WN,4547,SMF,3817,SEA,3577,,0,73W 73C 733
WN,4547,SMF,3817,SNA,3867,,0,73W
WN,4547,SNA,3867,LAS,3877,,0,73W
WN,4547,SNA,3867,OAK,3453,,0,73W 73H
WN,4547,SNA,3867,SFO,3469,,0,73W
WN,4547,SNA,3867,SJC,3748,,0,73W
WN,4547,SNA,3867,SMF,3817,,0,73W 73H
ZK,2607,LAX,3484,MCE,7122,,0,BE1
ZK,2607,LAX,3484,VIS,7121,,0,BE1
ZK,2607,MCE,7122,LAX,3484,,0,BE1
ZK,2607,VIS,7121,LAX,3484,,0,BE1
